Date,USD_KRW,Gold,US10Y,DXY,KOSPI,SP500
2022-10-10,1415.98,1667.3,3.888,113.14,2232.8401,3612.3899
2022-10-11,1428.35,1678.7,3.939,113.22,2192.0701,3588.8401
2022-10-12,1430.8,1670.3,3.902,113.32,2202.47,3577.03
2022-10-13,1423.9,1670.0,3.952,112.36,2162.8701,3669.9099
2022-10-14,1430.3,1641.7,4.01,113.31,2212.55,3583.0701
2022-10-17,1440.76,1657.0,4.015,112.04,2219.71,3677.95
2022-10-18,1430.15,1649.0,3.998,112.13,2249.95,3719.98
2022-10-19,1425.02,1627.5,4.127,112.98,2237.4399,3695.1599
2022-10-20,1435.01,1630.8,4.226,112.88,2218.0901,3665.78
2022-10-21,1430.3101,1651.0,4.213,112.01,2213.1201,3752.75
2022-10-24,1428.11,1648.7,4.234,111.99,2236.1599,3797.3401
2022-10-25,1443.96,1652.8,4.108,110.95,2235.0701,3859.1101
2022-10-26,1426.9301,1664.0,4.015,109.7,2249.5601,3830.6001
2022-10-27,1412.6899,1660.7,3.937,110.59,2288.78,3807.3
2022-10-28,1420.65,1639.6,4.01,110.67,2268.3999,3901.0601
2022-10-31,1421.65,1635.9,4.077,111.53,2293.6101,3871.98
2022-11-01,1424.67,1645.0,4.052,111.48,2335.22,3856.1001
2022-11-02,1416.6,1645.7,4.059,111.35,2336.8701,3759.6899
2022-11-03,1423.1,1627.3,4.124,112.93,2329.1699,3719.8899
2022-11-04,1423.65,1672.5,4.156,110.88,2348.4299,3770.55
2022-11-07,1402.11,1676.5,4.214,110.12,2371.79,3806.8
2022-11-08,1392.7,1712.1,4.126,109.62,2399.04,3828.1101
2022-11-09,1374.15,1710.1,4.151,110.55,2424.4099,3748.5701
2022-11-10,1370.55,1750.3,3.829,108.21,2402.23,3956.3701
2022-11-11,1349.37,1766.0,3.813,106.29,2483.1599,3992.9299
2022-11-14,1313.03,1773.6,3.865,106.66,2474.6499,3957.25
2022-11-15,1324.08,1773.8,3.799,106.4,2480.3301,3991.73
2022-11-16,1316.26,1773.0,3.692,106.28,2477.45,3958.79
2022-11-17,1336.4301,1760.8,3.775,106.69,2442.8999,3946.5601
2022-11-18,1342.75,1751.9,3.818,106.93,2444.48,3965.3401
2022-11-21,1339.03,1737.4,3.825,107.84,2419.5,3949.9399
2022-11-22,1359.75,1738.3,3.758,107.22,2405.27,4003.5801
2022-11-23,1352.6899,1744.9,3.706,106.08,2418.01,4027.26
2022-11-24,1336.8101,1744.9,3.706,106.08,2441.3301,4027.26
2022-11-25,1317.89,1753.3,3.691,105.96,2437.8601,4026.1201
2022-11-28,1334.5601,1740.1,3.703,106.68,2408.27,3963.9399
2022-11-29,1340.12,1748.4,3.748,106.82,2433.3899,3957.6299
2022-11-30,1325.37,1746.0,3.703,105.95,2472.53,4080.1101
2022-12-01,1279.8,1801.1,3.529,104.73,2479.8401,4076.5701
2022-12-02,1303.25,1795.9,3.506,104.55,2434.3301,4071.7
2022-12-05,1299.17,1767.4,3.599,105.29,2419.3201,3998.8401
2022-12-06,1304.37,1769.3,3.513,105.58,2393.1599,3941.26
2022-12-07,1319.71,1785.5,3.408,105.1,2382.8101,3933.9199
2022-12-08,1314.1,1788.7,3.491,104.77,2371.0801,3963.51
2022-12-09,1316.63,1798.1,3.567,104.81,2389.04,3934.3799
2022-12-12,1303.17,1780.5,3.611,105.13,2373.02,3990.5601
2022-12-13,1305.92,1813.9,3.501,103.98,2372.3999,4019.6499
2022-12-14,1288.98,1807.5,3.503,103.77,2399.25,3995.3201
2022-12-15,1295.6801,1777.2,3.45,104.56,2360.97,3895.75
2022-12-16,1317.1,1790.0,3.482,104.7,2360.02,3852.3601
2022-12-19,1308.86,1787.7,3.581,104.72,2352.1699,3817.6599
2022-12-20,1301.33,1815.9,3.684,103.97,2333.29,3821.6201
2022-12-21,1283.64,1815.9,3.684,104.16,2328.95,3878.4399
2022-12-22,1280.77,1787.0,3.669,104.43,2356.73,3822.3899
2022-12-23,1290.2,1795.9,3.751,104.31,2313.6899,3844.8201
2022-12-26,1279.24,1795.9,3.751,104.31,2317.1399,3844.8201
2022-12-27,1275.13,1814.8,3.86,104.18,2332.79,3829.25
2022-12-28,1272.28,1807.9,3.887,104.46,2280.45,3783.22
2022-12-29,1274.3199,1819.5,3.835,103.84,2236.3999,3849.28
2022-12-30,1260.26,1819.7,3.879,103.52,2236.3999,3839.5
2023-01-02,1260.91,1819.7,3.879,103.52,2225.6699,3839.5
2023-01-03,1270.1,1839.7,3.793,104.52,2218.6799,3824.1399
2023-01-04,1279.08,1852.8,3.709,104.25,2255.98,3852.97
2023-01-05,1271.08,1834.8,3.72,105.04,2264.6499,3808.1001
2023-01-06,1274.1801,1864.2,3.569,103.88,2289.97,3895.0801
2023-01-09,1252.88,1872.7,3.517,103.0,2350.1899,3892.0901
2023-01-10,1239.28,1871.6,3.621,103.24,2351.3101,3919.25
2023-01-11,1240.16,1874.6,3.554,103.19,2359.53,3969.6101
2023-01-12,1241.6,1895.5,3.449,102.25,2365.1001,3983.1699
2023-01-13,1239.13,1918.4,3.511,102.2,2386.0901,3999.0901
2023-01-16,1236.59,1918.4,3.511,102.2,2399.8601,3999.0901
2023-01-17,1240.71,1907.2,3.535,102.39,2379.3899,3990.97
2023-01-18,1237.0,1904.4,3.375,102.36,2368.3201,3928.8601
2023-01-19,1237.88,1922.1,3.397,102.06,2380.3401,3898.8501
2023-01-20,1232.1801,1926.4,3.484,102.01,2395.26,3972.6101
2023-01-23,1230.03,1927.1,3.525,102.14,2395.26,4019.8101
2023-01-24,1229.28,1933.9,3.469,101.92,2395.26,4016.95
2023-01-25,1232.66,1941.2,3.462,101.64,2428.5701,4016.22
2023-01-26,1232.59,1929.1,3.493,101.84,2468.6499,4060.4299
2023-01-27,1231.85,1928.6,3.518,101.93,2484.02,4070.5601
2023-01-30,1228.95,1922.9,3.551,102.28,2450.47,4017.77
2023-01-31,1231.5,1929.5,3.529,102.1,2425.0801,4076.6001
2023-02-01,1232.15,1927.8,3.397,101.22,2449.8,4119.21
2023-02-02,1221.95,1916.3,3.396,101.75,2468.8799,4179.7598
2023-02-03,1224.9,1862.9,3.532,102.92,2480.3999,4136.48
2023-02-06,1246.75,1866.2,3.634,103.62,2438.1899,4111.0801
2023-02-07,1261.23,1871.7,3.674,103.43,2451.71,4164.0
2023-02-08,1255.35,1877.4,3.653,103.41,2483.6399,4117.8599
2023-02-09,1260.47,1866.2,3.683,103.22,2481.52,4081.5
2023-02-10,1264.55,1862.8,3.744,103.63,2469.73,4090.46
2023-02-13,1266.87,1851.9,3.717,103.35,2452.7,4137.29
2023-02-14,1272.9399,1854.0,3.761,103.23,2465.6399,4136.1299
2023-02-15,1272.25,1834.2,3.809,103.92,2427.8999,4147.6001
2023-02-16,1283.72,1842.0,3.843,103.86,2475.48,4090.4099
2023-02-17,1288.96,1840.4,3.828,103.86,2451.21,4079.0901
2023-02-20,1293.92,1840.4,3.828,103.86,2455.1201,4079.0901
2023-02-21,1296.11,1833.0,3.955,104.18,2458.96,3997.3401
2023-02-22,1305.83,1832.0,3.923,104.59,2417.6799,3991.05
2023-02-23,1302.83,1818.0,3.879,104.6,2439.0901,4012.3201
2023-02-24,1298.08,1808.8,3.949,105.21,2423.6101,3970.04
2023-02-27,1313.7,1817.0,3.922,104.67,2402.6399,3982.24
2023-02-28,1318.35,1828.9,3.916,104.87,2412.8501,3970.1499
2023-03-01,1321.6,1837.7,3.994,104.48,2412.8501,3951.3899
2023-03-02,1305.73,1833.5,4.073,105.03,2427.8501,3981.3501
2023-03-03,1311.0601,1847.7,3.964,104.52,2432.0701,4045.6399
2023-03-06,1294.78,1847.9,3.983,104.35,2462.6201,4048.4199
2023-03-07,1299.0,1813.9,3.975,105.62,2463.3501,3986.3701
2023-03-08,1317.9,1812.7,3.976,105.66,2431.9099,3992.01
2023-03-09,1316.45,1829.3,3.925,105.31,2419.0901,3918.3201
2023-03-10,1325.55,1862.0,3.695,104.58,2394.5901,3861.5901
2023-03-13,1319.54,1911.7,3.515,103.6,2410.6001,3855.76
2023-03-14,1296.38,1906.2,3.638,103.6,2348.97,3919.29
2023-03-15,1304.58,1926.6,3.492,104.65,2379.72,3891.9299
2023-03-16,1311.74,1919.0,3.585,104.42,2377.9099,3960.28
2023-03-17,1301.62,1969.8,3.395,103.71,2395.6899,3916.6399
2023-03-20,1307.65,1979.2,3.481,103.28,2379.2,3951.5701
2023-03-21,1304.9399,1938.0,3.606,103.26,2388.3501,4002.8701
2023-03-22,1303.4399,1946.8,3.5,102.35,2416.96,3936.97
2023-03-23,1298.25,1993.8,3.406,102.53,2424.48,3948.72
2023-03-24,1286.29,1982.1,3.38,103.12,2414.96,3970.99
2023-03-27,1294.83,1952.4,3.528,102.86,2409.22,3977.53
2023-03-28,1297.8,1972.4,3.564,102.43,2434.9399,3971.27
2023-03-29,1296.98,1966.1,3.566,102.64,2443.9199,4027.8101
2023-03-30,1307.13,1980.3,3.551,102.14,2453.1599,4050.8301
2023-03-31,1296.5,1969.0,3.494,102.51,2476.8601,4109.3101
2023-04-03,1305.48,1983.9,3.43,102.09,2472.3401,4124.5098
2023-04-04,1308.05,2022.2,3.337,101.59,2480.51,4100.6001
2023-04-05,1312.41,2020.9,3.287,101.85,2495.21,4090.3799
2023-04-06,1316.21,2011.9,3.288,101.82,2459.23,4105.02
2023-04-07,1317.9399,2011.9,3.288,101.82,2490.4099,4105.02
2023-04-10,1315.45,1989.1,3.415,102.58,2512.0801,4109.1099
2023-04-11,1320.88,2004.8,3.434,102.2,2547.8601,4108.9399
2023-04-12,1322.09,2010.9,3.421,101.5,2550.6399,4091.95
2023-04-13,1322.83,2041.3,3.452,101.01,2561.6599,4146.2202
2023-04-14,1301.4301,2002.2,3.522,101.55,2571.49,4137.6401
2023-04-17,1303.38,1994.2,3.591,102.1,2575.9099,4151.3198
2023-04-18,1316.0699,2007.4,3.572,101.75,2571.0901,4154.8701
2023-04-19,1315.9,1995.2,3.602,101.97,2575.0801,4154.52
2023-04-20,1326.76,2007.6,3.545,101.84,2563.1101,4129.79
2023-04-21,1323.6,1979.5,3.57,101.82,2544.3999,4133.52
2023-04-24,1329.38,1989.1,3.515,101.35,2523.5,4137.04
2023-04-25,1332.8,1994.0,3.396,101.86,2489.02,4071.6299
2023-04-26,1341.0,1985.7,3.432,101.47,2484.8301,4055.99
2023-04-27,1337.83,1989.9,3.528,101.5,2495.8101,4135.3501
2023-04-28,1339.39,1990.1,3.452,101.67,2501.53,4169.48
2023-05-01,1337.17,1983.4,3.574,102.15,2501.53,4167.8701
2023-05-02,1342.79,2014.3,3.439,101.96,2524.3899,4119.5801
2023-05-03,1342.3,2028.6,3.403,101.34,2501.3999,4090.75
2023-05-04,1335.23,2048.0,3.351,101.4,2500.9399,4061.22
2023-05-05,1320.15,2017.4,3.446,101.21,2500.9399,4136.25
2023-05-08,1316.96,2026.3,3.521,101.37,2513.21,4138.1201
2023-05-09,1322.41,2036.2,3.521,101.64,2510.0601,4119.1699
2023-05-10,1326.05,2030.5,3.439,101.48,2496.51,4137.6401
2023-05-11,1318.05,2014.7,3.397,102.06,2491.0,4130.6201
2023-05-12,1329.88,2014.5,3.463,102.68,2475.4199,4124.0801
2023-05-15,1341.52,2018.0,3.508,102.43,2479.3501,4136.2798
2023-05-16,1335.4,1988.4,3.549,102.56,2480.24,4109.8999
2023-05-17,1342.4301,1980.7,3.581,102.88,2494.6599,4158.77
2023-05-18,1334.15,1956.5,3.648,103.58,2515.3999,4198.0498
2023-05-19,1334.74,1978.7,3.692,103.2,2537.79,4191.98
2023-05-22,1324.21,1974.8,3.719,103.2,2557.0801,4192.6299
2023-05-23,1313.83,1972.4,3.698,103.49,2567.55,4145.5801
2023-05-24,1319.84,1962.8,3.719,103.89,2567.45,4115.2402
2023-05-25,1318.52,1943.1,3.814,104.21,2554.6899,4151.2798
2023-05-26,1330.89,1944.1,3.81,104.21,2558.8101,4205.4502
2023-05-29,1322.4301,1944.1,3.81,104.21,2558.8101,4205.4502
2023-05-30,1324.59,1958.0,3.7,104.17,2585.52,4205.52
2023-05-31,1319.79,1963.9,3.637,104.32,2577.1201,4179.8301
2023-06-01,1321.74,1978.0,3.608,103.56,2569.1699,4221.02
2023-06-02,1312.85,1952.4,3.691,104.02,2601.3601,4282.3701
2023-06-05,1305.14,1958.0,3.693,104.0,2615.4099,4273.79
2023-06-06,1299.79,1965.5,3.699,104.13,2615.4099,4283.8501
2023-06-07,1299.2,1942.7,3.784,104.1,2615.6001,4267.52
2023-06-08,1308.34,1963.6,3.714,103.34,2610.8501,4293.9302
2023-06-09,1296.33,1962.2,3.745,103.56,2641.1599,4298.8599
2023-06-12,1286.6899,1955.3,3.765,103.63,2629.3501,4338.9302
2023-06-13,1284.58,1944.6,3.839,103.34,2637.95,4369.0098
2023-06-14,1267.62,1955.3,3.796,103.01,2619.0801,4372.5898
2023-06-15,1273.99,1957.8,3.728,102.12,2608.54,4425.8398
2023-06-16,1270.05,1958.4,3.769,102.3,2625.79,4409.5898
2023-06-19,1276.3101,1958.4,3.769,102.3,2609.5,4409.5898
2023-06-20,1283.24,1935.5,3.729,102.54,2604.9099,4388.71
2023-06-21,1287.54,1933.3,3.723,102.07,2582.6299,4365.6899
2023-06-22,1288.38,1912.7,3.799,102.39,2593.7,4381.8901
2023-06-23,1298.21,1919.1,3.739,102.9,2570.1001,4348.3301
2023-06-26,1307.67,1923.7,3.719,102.69,2582.2,4328.8198
2023-06-27,1302.66,1914.0,3.768,102.49,2581.3899,4378.4102
2023-06-28,1296.6,1912.3,3.71,102.91,2564.1899,4376.8599
2023-06-29,1309.01,1909.2,3.854,103.34,2550.02,4396.4399
2023-06-30,1323.0699,1921.1,3.819,102.91,2564.28,4450.3799
2023-07-03,1315.3,1921.7,3.858,102.99,2602.47,4455.5898
2023-07-04,1306.1,1921.7,3.858,102.99,2593.3101,4455.5898
2023-07-05,1295.5,1919.6,3.945,103.37,2579.0,4446.8198
2023-07-06,1302.97,1908.7,4.041,103.17,2556.29,4411.5898
2023-07-07,1309.22,1926.2,4.05,102.27,2526.71,4398.9502
2023-07-10,1297.37,1925.0,4.006,101.97,2520.7,4409.5298
2023-07-11,1299.54,1931.3,3.98,101.73,2562.49,4439.2598
2023-07-12,1291.51,1956.2,3.861,100.52,2574.72,4472.1602
2023-07-13,1274.7,1959.2,3.761,99.77,2591.23,4510.04
2023-07-14,1266.83,1960.1,3.819,99.91,2628.3,4505.4199
2023-07-17,1268.34,1952.4,3.797,99.84,2619.0,4522.79
2023-07-18,1265.45,1977.2,3.789,99.94,2607.6201,4554.98
2023-07-19,1264.9399,1977.5,3.742,100.28,2608.24,4565.7202
2023-07-20,1265.09,1968.3,3.854,100.88,2600.23,4534.8701
2023-07-21,1278.4,1964.3,3.837,101.07,2609.76,4536.3398
2023-07-24,1285.65,1960.3,3.857,101.35,2628.53,4554.6401
2023-07-25,1280.53,1962.1,3.912,101.35,2636.46,4567.46
2023-07-26,1274.12,1968.9,3.851,100.89,2592.3601,4566.75
2023-07-27,1275.17,1945.4,4.012,101.77,2603.8101,4537.4102
2023-07-28,1283.88,1960.4,3.969,101.62,2608.3201,4582.23
2023-07-31,1272.39,1970.5,3.959,101.86,2632.5801,4588.96
2023-08-01,1277.9301,1940.7,4.051,102.3,2667.0701,4576.73
2023-08-02,1289.05,1937.4,4.078,102.59,2616.47,4513.3901
2023-08-03,1295.37,1932.0,4.189,102.54,2605.3899,4501.8901
2023-08-04,1296.4,1939.6,4.06,102.02,2602.8,4478.0298
2023-08-07,1303.05,1933.5,4.078,102.05,2580.71,4518.4399
2023-08-08,1307.75,1924.1,4.026,102.53,2573.98,4499.3799
2023-08-09,1316.67,1915.4,4.012,102.49,2605.1201,4467.71
2023-08-10,1313.64,1914.4,4.08,102.52,2601.5601,4468.8301
2023-08-11,1318.33,1912.9,4.168,102.84,2591.26,4464.0498
2023-08-14,1329.61,1910.6,4.184,103.19,2570.8701,4489.7202
2023-08-15,1334.74,1902.5,4.221,103.21,2570.8701,4437.8599
2023-08-16,1338.74,1896.1,4.258,103.42,2525.6399,4404.3301
2023-08-17,1343.33,1884.1,4.308,103.44,2519.8501,4370.3599
2023-08-18,1339.08,1886.1,4.251,103.38,2504.5,4369.71
2023-08-21,1339.17,1893.3,4.342,103.33,2508.8,4399.77
2023-08-22,1339.74,1896.4,4.328,103.56,2515.74,4387.5498
2023-08-23,1339.6899,1918.5,4.198,103.36,2505.5,4436.0098
2023-08-24,1327.78,1918.2,4.235,103.98,2537.6799,4376.3101
2023-08-25,1326.62,1911.1,4.239,104.08,2519.1399,4405.71
2023-08-28,1323.61,1917.9,4.212,104.06,2543.4099,4433.3101
2023-08-29,1322.8199,1936.5,4.122,103.55,2552.1599,4497.6299
2023-08-30,1321.0699,1944.3,4.118,103.16,2561.22,4514.8701
2023-08-31,1323.03,1938.2,4.093,103.62,2556.27,4507.6602
2023-09-01,1324.64,1939.8,4.173,104.24,2563.71,4515.77
2023-09-04,1317.46,1939.8,4.173,104.24,2584.55,4515.77
2023-09-05,1317.95,1926.2,4.268,104.81,2582.1799,4496.8301
2023-09-06,1331.73,1918.1,4.29,104.86,2563.3401,4465.48
2023-09-07,1333.46,1917.5,4.26,105.06,2548.26,4451.1401
2023-09-08,1334.02,1918.4,4.258,105.09,2547.6799,4457.4902
2023-09-11,1335.3199,1923.3,4.288,104.57,2556.8799,4487.46
2023-09-12,1320.4399,1911.3,4.264,104.71,2536.5801,4461.8999
2023-09-13,1324.1,1909.1,4.249,104.77,2534.7,4467.4399
2023-09-14,1329.77,1910.0,4.288,105.41,2572.8899,4505.1001
2023-09-15,1327.0601,1923.7,4.322,105.32,2601.28,4450.3198
2023-09-18,1328.42,1931.5,4.319,105.2,2574.72,4453.5298
2023-09-19,1329.66,1932.0,4.365,105.2,2559.21,4443.9502
2023-09-20,1328.53,1945.6,4.349,105.16,2559.74,4402.2002
2023-09-21,1332.34,1919.2,4.48,105.36,2514.97,4330.0
2023-09-22,1341.17,1925.4,4.438,105.58,2508.1299,4320.0601
2023-09-25,1334.66,1916.6,4.542,106.0,2495.76,4337.4399
2023-09-26,1338.45,1900.4,4.558,106.23,2462.97,4273.5298
2023-09-27,1353.75,1871.6,4.626,106.67,2465.0701,4274.5098
2023-09-28,1352.8199,1860.4,4.597,106.22,2465.0701,4299.7002
2023-09-29,1347.85,1848.1,4.573,106.17,2465.0701,4288.0498
2023-10-02,1351.9399,1830.0,4.683,106.9,2465.0701,4288.3901
2023-10-03,1354.1899,1824.6,4.802,107.0,2465.0701,4229.4502
2023-10-04,1359.22,1818.5,4.735,106.8,2405.6899,4263.75
2023-10-05,1351.16,1816.6,4.717,106.33,2403.6001,4258.1899
2023-10-06,1346.0601,1830.2,4.784,106.04,2408.73,4308.5
2023-10-09,1343.36,1849.5,4.797,106.08,2408.73,4335.6602
2023-10-10,1346.89,1861.0,4.655,105.83,2402.5801,4358.2402
2023-10-11,1341.89,1872.8,4.595,105.82,2450.0801,4376.9502
2023-10-12,1338.26,1869.3,4.712,106.57,2479.8201,4349.6099
2023-10-13,1348.34,1927.4,4.629,106.65,2456.1499,4327.7798
2023-10-16,1352.0699,1921.1,4.712,106.24,2436.24,4373.6299
2023-10-17,1347.76,1922.7,4.847,106.25,2460.1699,4373.2002
2023-10-18,1352.99,1955.3,4.904,106.57,2462.6001,4314.6001
2023-10-19,1354.5601,1968.4,4.988,106.25,2415.8,4278.0
2023-10-20,1356.23,1982.5,4.924,106.16,2375.0,4224.1602
2023-10-23,1349.34,1976.3,4.838,105.54,2357.02,4217.04
2023-10-24,1334.4399,1975.0,4.84,106.27,2383.51,4247.6802
2023-10-25,1343.64,1984.1,4.953,106.53,2363.1699,4186.77
2023-10-26,1352.6801,1987.2,4.845,106.6,2299.0801,4137.23
2023-10-27,1350.34,1988.6,4.845,106.56,2302.8101,4117.3701
2023-10-30,1355.22,1996.2,4.875,106.12,2310.55,4166.8198
2023-10-31,1348.0699,1985.2,4.875,106.66,2277.99,4193.7998
2023-11-01,1350.16,1978.8,4.789,106.88,2301.5601,4237.8599
2023-11-02,1347.84,1985.6,4.669,106.12,2343.1201,4317.7798
2023-11-03,1333.6801,1991.5,4.558,105.02,2368.3401,4358.3398
2023-11-06,1307.84,1981.6,4.662,105.22,2502.3701,4365.98
2023-11-07,1297.11,1966.8,4.571,105.54,2443.96,4378.3799
2023-11-08,1304.55,1951.5,4.523,105.59,2421.6201,4382.7798
2023-11-09,1308.12,1964.2,4.63,105.91,2427.0801,4347.3501
2023-11-10,1315.2,1932.6,4.628,105.86,2409.6599,4415.2402
2023-11-13,1319.62,1945.5,4.632,105.66,2403.76,4411.5498
2023-11-14,1319.0699,1961.8,4.441,104.11,2433.25,4495.7002
2023-11-15,1304.24,1960.1,4.535,104.39,2486.6699,4502.8799
2023-11-16,1301.86,1983.9,4.445,104.37,2488.1799,4508.2402
2023-11-17,1292.45,1981.6,4.441,103.82,2469.8501,4514.02
2023-11-20,1294.5,1977.7,4.422,103.47,2491.2,4547.3799
2023-11-21,1288.15,1999.3,4.418,103.59,2510.4199,4538.1899
2023-11-22,1295.1899,1991.4,4.416,103.92,2511.7,4556.6201
2023-11-23,1298.79,1991.4,4.416,103.92,2514.96,4556.6201
2023-11-24,1300.1801,2002.2,4.472,103.4,2496.6299,4559.3398
2023-11-27,1289.79,2011.8,4.389,103.2,2495.6599,4550.4302
2023-11-28,1302.53,2039.7,4.336,102.75,2521.76,4554.8901
2023-11-29,1287.53,2047.1,4.271,102.77,2519.8101,4550.5801
2023-11-30,1288.36,2038.1,4.352,103.5,2535.29,4567.7998
2023-12-01,1296.66,2071.0,4.226,103.27,2505.01,4594.6299
2023-12-04,1299.1899,2024.1,4.288,103.64,2514.95,4569.7798
2023-12-05,1307.8,2018.5,4.171,104.05,2494.28,4567.1802
2023-12-06,1313.37,2030.5,4.121,104.15,2495.3799,4549.3398
2023-12-07,1313.72,2029.9,4.129,103.54,2492.0701,4585.5898
2023-12-08,1312.76,1998.3,4.245,104.01,2517.8501,4604.3701
2023-12-11,1316.51,1978.0,4.239,104.1,2525.3601,4622.4399
2023-12-12,1313.62,1977.8,4.206,103.87,2535.27,4643.7002
2023-12-13,1310.14,1982.3,4.033,102.87,2510.6599,4707.0898
2023-12-14,1292.01,2030.2,3.93,101.96,2544.1799,4719.5498
2023-12-15,1291.92,2021.1,3.928,102.55,2563.5601,4719.1899
2023-12-18,1276.47,2026.3,3.954,102.51,2566.8601,4740.5601
2023-12-19,1302.9301,2038.4,3.922,102.17,2568.55,4768.3701
2023-12-20,1297.76,2034.5,3.877,102.41,2614.3,4698.3501
2023-12-21,1296.98,2039.1,3.894,101.84,2600.02,4746.75
2023-12-22,1291.71,2057.1001,3.901,101.7,2599.51,4754.6299
2023-12-25,1297.36,2057.1001,3.901,101.7,2599.51,4754.6299
2023-12-26,1294.58,2058.2,3.886,101.47,2602.5901,4774.75
2023-12-27,1293.92,2081.8999,3.789,100.99,2613.5,4781.5801
2023-12-28,1294.76,2073.8999,3.85,101.23,2655.28,4783.3501
2023-12-29,1277.84,2062.3999,3.866,101.33,2655.28,4769.8301
2024-01-01,1293.53,2062.3999,3.866,101.33,2655.28,4769.8301
2024-01-02,1293.54,2064.3999,3.946,102.2,2669.8101,4742.8301
2024-01-03,1307.62,2034.2,3.907,102.46,2607.3101,4704.8101
2024-01-04,1309.53,2042.3,3.991,102.42,2587.02,4688.6802
2024-01-05,1311.25,2042.4,4.042,102.41,2578.0801,4697.2402
2024-01-08,1313.13,2026.6,4.002,102.21,2567.8201,4763.54
2024-01-09,1311.8,2026.4,4.019,102.57,2561.24,4756.5
2024-01-10,1319.79,2021.7,4.03,102.36,2541.98,4783.4502
2024-01-11,1317.5,2014.3,3.977,102.29,2540.27,4780.2402
2024-01-12,1311.99,2046.7,3.95,102.4,2525.05,4783.8301
2024-01-15,1312.85,2046.7,3.95,102.4,2525.99,4783.8301
2024-01-16,1319.71,2026.0,4.066,103.36,2497.5901,4765.98
2024-01-17,1337.79,2002.6,4.106,103.45,2435.8999,4739.21
2024-01-18,1344.05,2018.6,4.144,103.54,2440.04,4780.9399
2024-01-19,1337.66,2026.5,4.146,103.29,2472.74,4839.8101
2024-01-22,1333.21,2019.8,4.094,103.33,2464.3501,4850.4302
